Position,Conserved,B
159425,C,0.689015
159426,C,0.689064
159427,C,0.689114
159428,C,0.689163
159429,C,0.689212
159430,C,0.689262
159431,C,0.689311
159432,C,0.689361
159433,C,0.689411
159434,C,0.689461
159435,C,0.689511
159436,C,0.689560
159437,C,0.689611
159438,C,0.689661
159439,C,0.689711
159440,C,0.689761
159441,C,0.689811
159442,C,0.689862
159443,C,0.689912
159444,C,0.689963
159445,C,0.690013
159446,C,0.690064
159447,C,0.690115
159448,C,0.690166
159449,C,0.690217
159450,C,0.690268
159451,C,0.690319
159452,C,0.690370
159453,C,0.690421
159454,C,0.690472
159455,C,0.690524
159456,C,0.690575
159457,C,0.690627
159458,C,0.690678
159459,C,0.690730
159460,C,0.690782
159461,C,0.690834
159462,C,0.690886
159463,C,0.690938
159464,C,0.690990
159465,C,0.691042
159466,C,0.691094
159467,C,0.691147
159468,C,0.691199
159469,C,0.691251
159470,C,0.691304
159471,C,0.691357
159472,C,0.691409
159473,C,0.691462
159474,C,0.691515
159475,C,0.691568
159476,C,0.691621
159477,C,0.691674
159478,C,0.691728
159479,C,0.691781
159480,C,0.691834
159481,C,0.691888
159482,C,0.691941
159483,C,0.691995
159484,C,0.692049
159485,C,0.692102
159486,C,0.692156
159487,C,0.692210
159488,C,0.692264
159489,C,0.692318
159490,C,0.692373
159491,C,0.692427
159492,C,0.692481
159493,C,0.692536
159494,C,0.692590
159495,C,0.692645
159496,C,0.692700
159497,C,0.692755
159498,C,0.692810
159499,C,0.692865
159500,C,0.692920
159501,C,0.692975
159502,C,0.693030
159503,C,0.693085
159504,C,0.693141
159505,C,0.693196
159506,C,0.693252
159507,C,0.693308
159508,C,0.693363
159509,C,0.693419
159510,C,0.693475
159511,C,0.693531
159512,C,0.693588
159513,C,0.693644
159514,C,0.693700
159515,C,0.693757
159516,C,0.693813
159517,C,0.693870
159518,C,0.693926
159519,C,0.693983
159520,C,0.694040
159521,C,0.694097
159522,C,0.694154
159523,C,0.694211
159524,C,0.694269
159525,C,0.694326
159526,C,0.694383
159527,C,0.694441
159528,C,0.694498
159529,C,0.694556
159530,C,0.694614
159531,C,0.694672
159532,C,0.694730
159533,C,0.694788
159534,C,0.694846
159535,C,0.694905
159536,C,0.694963
159537,C,0.695021
159538,C,0.695080
159539,C,0.695139
159540,C,0.695198
159541,C,0.695256
159542,C,0.695315
159543,C,0.695375
159544,C,0.695434
159545,C,0.695493
159546,C,0.695552
159547,C,0.695612
159548,C,0.695672
159549,C,0.695731
159550,C,0.695791
159551,C,0.695851
159552,C,0.695911
159553,C,0.695971
159554,C,0.696031
159555,C,0.696091
159556,C,0.696152
159557,C,0.696212
159558,C,0.696273
159559,C,0.696334
159560,C,0.696395
159561,C,0.696455
159562,C,0.696517
159563,C,0.696578
159564,C,0.696639
159565,C,0.696700
159566,C,0.696762
159567,C,0.696823
159568,C,0.696885
159569,C,0.696947
159570,C,0.697009
159571,C,0.697071
159572,C,0.697133
159573,C,0.697195
159574,C,0.697257
159575,C,0.697320
159576,C,0.697382
159577,C,0.697445
159578,C,0.697508
159579,C,0.697570
159580,C,0.697633
159581,C,0.697697
159582,C,0.697760
159583,C,0.697823
159584,C,0.697886
159585,C,0.697950
159586,C,0.698014
159587,C,0.698077
159588,C,0.698141
159589,C,0.698205
159590,C,0.698269
159591,C,0.698334
159592,C,0.698398
159593,C,0.698462
159594,C,0.698527
159595,C,0.698592
159596,C,0.698657
159597,C,0.698721
159598,C,0.698787
159599,C,0.698852
159600,C,0.698917
159601,C,0.698982
159602,C,0.699048
159603,C,0.699114
159604,C,0.699179
159605,C,0.699245
159606,C,0.699311
159607,C,0.699377
159608,C,0.699444
159609,C,0.699510
159610,C,0.699576
159611,C,0.699643
159612,C,0.699710
159613,C,0.699777
159614,C,0.699844
159615,C,0.699911
159616,C,0.699978
159617,C,0.700045
159618,C,0.700113
159619,C,0.700180
159620,C,0.700248
159621,C,0.700316
159622,C,0.700384
159623,C,0.700452
159624,C,0.700520
159625,C,0.700589
159626,C,0.700657
159627,C,0.700726
159628,C,0.700795
159629,C,0.700864
159630,C,0.700933
159631,C,0.701002
159632,C,0.701071
159633,C,0.701141
159634,C,0.701210
159635,C,0.701280
159636,C,0.701350
159637,C,0.701420
159638,C,0.701490
159639,C,0.701560
159640,C,0.701630
159641,C,0.701701
159642,C,0.701772
159643,C,0.701842
159644,C,0.701913
159645,C,0.701984
159646,C,0.702055
159647,C,0.702127
159648,C,0.702198
159649,C,0.702270
159650,C,0.702342
159651,C,0.702414
159652,C,0.702486
159653,C,0.702558
159654,C,0.702630
159655,C,0.702703
159656,C,0.702775
159657,C,0.702848
159658,C,0.702921
159659,C,0.702994
159660,C,0.703067
159661,C,0.703141
159662,C,0.703214
159663,C,0.703288
159664,C,0.703362
159665,C,0.703435
159666,C,0.703510
159667,C,0.703584
159668,C,0.703658
159669,C,0.703733
159670,C,0.703807
159671,C,0.703882
159672,C,0.703957
159673,C,0.704032
159674,C,0.704108
159675,C,0.704183
159676,C,0.704259
159677,C,0.704335
159678,C,0.704411
159679,C,0.704487
159680,C,0.704563
159681,C,0.704639
159682,C,0.704716
159683,C,0.704793
159684,C,0.704869
159685,C,0.704946
159686,C,0.705024
159687,C,0.705101
159688,C,0.705179
159689,C,0.705256
159690,C,0.705334
159691,C,0.705412
159692,C,0.705490
159693,C,0.705569
159694,C,0.705647
159695,C,0.705726
159696,C,0.705805
159697,C,0.705884
159698,C,0.705963
159699,C,0.706042
159700,C,0.706122
159701,C,0.706202
159702,C,0.706281
159703,C,0.706361
159704,C,0.706442
159705,C,0.706522
159706,C,0.706603
159707,C,0.706683
159708,C,0.706764
159709,C,0.706845
159710,C,0.706927
159711,C,0.707008
159712,C,0.707090
159713,C,0.707172
159714,C,0.707253
159715,C,0.707336
159716,C,0.707418
159717,C,0.707501
159718,C,0.707583
159719,C,0.707666
159720,C,0.707749
159721,C,0.707832
159722,C,0.707916
159723,C,0.708000
159724,C,0.708083
159725,C,0.708167
159726,C,0.708252
159727,C,0.708336
159728,C,0.708421
159729,C,0.708505
159730,C,0.708590
159731,C,0.708676
159732,C,0.708761
159733,C,0.708846
159734,C,0.708932
159735,C,0.709018
159736,C,0.709104
159737,C,0.709191
159738,C,0.709277
159739,C,0.709364
159740,C,0.709451
159741,C,0.709538
159742,C,0.709625
159743,C,0.709713
159744,C,0.709801
159745,C,0.709889
159746,C,0.709977
159747,C,0.710065
159748,C,0.710154
159749,C,0.710242
159750,C,0.710331
159751,C,0.710421
159752,C,0.710510
159753,C,0.710600
159754,C,0.710689
159755,C,0.710780
159756,C,0.710870
159757,C,0.710960
159758,C,0.711051
159759,C,0.711142
159760,C,0.711233
159761,C,0.711324
159762,C,0.711416
159763,C,0.711508
159764,C,0.711600
159765,C,0.711692
159766,C,0.711785
159767,C,0.711877
159768,C,0.711970
159769,C,0.712063
159770,C,0.712157
159771,C,0.712250
159772,C,0.712344
159773,C,0.712438
159774,C,0.712533
159775,C,0.712627
159776,C,0.712722
159777,C,0.712817
159778,C,0.712912
159779,C,0.713008
159780,C,0.713103
159781,C,0.713199
159782,C,0.713295
159783,C,0.713392
159784,C,0.713489
159785,C,0.713586
159786,C,0.713683
159787,C,0.713780
159788,C,0.713878
159789,C,0.713976
159790,C,0.714074
159791,C,0.714172
159792,C,0.714271
159793,C,0.714370
159794,C,0.714469
159795,C,0.714569
159796,C,0.714668
159797,C,0.714768
159798,C,0.714869
159799,C,0.714969
159800,C,0.715070
159801,C,0.715171
159802,C,0.715272
159803,C,0.715374
159804,C,0.715476
159805,C,0.715578
159806,C,0.715680
159807,C,0.715783
159808,C,0.715886
159809,C,0.715989
159810,C,0.716092
159811,C,0.716196
159812,C,0.716300
159813,C,0.716404
159814,C,0.716509
159815,C,0.716614
159816,C,0.716719
159817,C,0.716824
159818,C,0.716930
159819,C,0.717036
159820,C,0.717142
159821,C,0.717249
159822,C,0.717356
159823,C,0.717463
159824,C,0.717571
159825,C,0.717678
159826,C,0.717786
159827,C,0.717895
159828,C,0.718004
159829,C,0.718113
159830,C,0.718222
159831,C,0.718331
159832,C,0.718441
159833,C,0.718552
159834,C,0.718662
159835,C,0.718773
159836,C,0.718884
159837,C,0.718996
159838,C,0.719107
159839,C,0.719220
159840,C,0.719332
159841,C,0.719445
159842,C,0.719558
159843,C,0.719671
159844,C,0.719785
159845,C,0.719899
159846,C,0.720014
159847,C,0.720128
159848,C,0.720243
159849,C,0.720359
159850,C,0.720475
159851,C,0.720591
159852,C,0.720707
159853,C,0.720824
159854,C,0.720941
159855,C,0.721059
159856,C,0.721176
159857,C,0.721295
159858,C,0.721413
159859,C,0.721532
159860,C,0.721651
159861,C,0.721771
159862,C,0.721891
159863,C,0.722011
159864,C,0.722132
159865,C,0.722253
159866,C,0.722375
159867,C,0.722496
159868,C,0.722619
159869,C,0.722741
159870,C,0.722864
159871,C,0.722988
159872,C,0.723111
159873,C,0.723235
159874,C,0.723360
159875,C,0.723485
159876,C,0.723610
159877,C,0.723736
159878,C,0.723862
159879,C,0.723989
159880,C,0.724115
159881,C,0.724243
159882,C,0.724370
159883,C,0.724499
159884,C,0.724627
159885,C,0.724756
159886,C,0.724885
159887,C,0.725015
159888,C,0.725145
159889,C,0.725276
159890,C,0.725407
159891,C,0.725539
159892,C,0.725671
159893,C,0.725803
159894,C,0.725936
159895,C,0.726069
159896,C,0.726203
159897,C,0.726337
159898,C,0.726471
159899,C,0.726606
159900,C,0.726742
159901,C,0.726878
159902,C,0.727014
159903,C,0.727151
159904,C,0.727288
159905,C,0.727426
159906,C,0.727565
159907,C,0.727703
159908,C,0.727843
159909,C,0.727982
159910,C,0.728122
159911,C,0.728263
159912,C,0.728404
159913,C,0.728546
159914,C,0.728688
159915,C,0.728831
159916,C,0.728974
159917,C,0.729118
159918,C,0.729262
159919,C,0.729406
159920,C,0.729552
159921,C,0.729697
159922,C,0.729844
159923,C,0.729990
159924,C,0.730138
159925,C,0.730286
159926,C,0.730434
159927,C,0.730583
159928,C,0.730732
159929,C,0.730882
159930,C,0.731033
159931,C,0.731184
159932,C,0.731336
159933,C,0.731488
159934,C,0.731641
159935,C,0.731794
159936,C,0.731948
159937,C,0.732103
159938,C,0.732258
159939,C,0.732413
159940,C,0.732570
159941,C,0.732727
159942,C,0.732884
159943,C,0.733042
159944,C,0.733201
159945,C,0.733360
159946,C,0.733520
159947,C,0.733681
159948,C,0.733842
159949,C,0.734004
159950,C,0.734166
159951,C,0.734329
159952,C,0.734493
159953,C,0.734657
159954,C,0.734822
159955,C,0.734988
159956,C,0.735154
159957,C,0.735321
159958,C,0.735489
159959,C,0.735657
159960,C,0.735827
159961,C,0.735996
159962,C,0.736167
159963,C,0.736338
159964,C,0.736510
159965,C,0.736682
159966,C,0.736855
159967,C,0.737029
159968,C,0.737204
159969,C,0.737380
159970,C,0.737556
159971,C,0.737733
159972,C,0.737910
159973,C,0.738089
159974,C,0.738268
159975,C,0.738448
159976,C,0.738628
159977,C,0.738810
159978,C,0.738992
159979,C,0.739175
159980,C,0.739359
159981,C,0.739544
159982,C,0.739729
159983,C,0.739916
159984,C,0.740103
159985,C,0.740291
159986,C,0.740479
159987,C,0.740669
159988,C,0.740859
159989,C,0.741051
159990,C,0.741243
159991,C,0.741436
159992,C,0.741630
159993,C,0.741825
159994,C,0.742020
159995,C,0.742217
159996,C,0.742414
159997,C,0.742613
159998,C,0.742812
159999,C,0.743012
160000,C,0.743214
160001,N,0.745134
160002,N,0.745336
160003,N,0.745537
160004,N,0.745737
160005,N,0.745936
160006,N,0.746135
160007,N,0.746332
160008,N,0.746529
160009,N,0.746725
160010,N,0.746921
160011,N,0.747115
160012,N,0.747309
160013,N,0.747502
160014,N,0.747694
160015,N,0.747885
160016,N,0.748076
160017,N,0.748266
160018,N,0.748455
160019,N,0.748643
160020,N,0.748831
160021,N,0.749018
160022,N,0.749204
160023,N,0.749390
160024,N,0.749575
160025,N,0.749759
160026,N,0.749942
160027,N,0.750125
160028,N,0.750307
160029,N,0.750488
160030,N,0.750669
160031,N,0.750849
160032,N,0.751028
160033,N,0.751207
160034,N,0.751385
160035,N,0.751562
160036,N,0.751739
160037,N,0.751915
160038,N,0.752090
160039,N,0.752265
160040,N,0.752439
160041,N,0.752613
160042,N,0.752786
160043,N,0.752958
160044,N,0.753130
160045,N,0.753301
160046,N,0.753471
160047,N,0.753641
160048,N,0.753810
160049,N,0.753979
160050,N,0.754147
160051,N,0.754314
160052,N,0.754481
160053,N,0.754647
160054,N,0.754813
160055,N,0.754978
160056,N,0.755143
160057,N,0.755307
160058,N,0.755470
160059,N,0.755633
160060,N,0.755796
160061,N,0.755958
160062,N,0.756119
160063,N,0.756280
160064,N,0.756440
160065,N,0.756599
160066,N,0.756758
160067,N,0.756917
160068,N,0.757075
160069,N,0.757233
160070,N,0.757390
160071,N,0.757546
160072,N,0.757702
160073,N,0.757858
160074,N,0.758013
160075,N,0.758167
160076,N,0.758321
160077,N,0.758475
160078,N,0.758628
160079,N,0.758780
160080,N,0.758932
160081,N,0.759084
160082,N,0.759235
160083,N,0.759385
160084,N,0.759535
160085,N,0.759685
160086,N,0.759834
160087,N,0.759983
160088,N,0.760131
160089,N,0.760279
160090,N,0.760426
160091,N,0.760573
160092,N,0.760720
160093,N,0.760866
160094,N,0.761011
160095,N,0.761156
160096,N,0.761301
160097,N,0.761445
160098,N,0.761589
160099,N,0.761732
160100,N,0.761875
160101,N,0.762017
160102,N,0.762159
160103,N,0.762301
160104,N,0.762442
160105,N,0.762583
160106,N,0.762723
160107,N,0.762863
160108,N,0.763003
160109,N,0.763142
160110,N,0.763281
160111,N,0.763419
160112,N,0.763557
160113,N,0.763694
160114,N,0.763831
160115,N,0.763968
160116,N,0.764104
160117,N,0.764240
160118,N,0.764376
160119,N,0.764511
160120,N,0.764646
160121,N,0.764780
160122,N,0.764914
160123,N,0.765048
160124,N,0.765181
160125,N,0.765314
160126,N,0.765446
160127,N,0.765578
160128,N,0.765710
160129,N,0.765842
160130,N,0.765973
160131,N,0.766103
160132,N,0.766234
160133,N,0.766363
160134,N,0.766493
160135,N,0.766622
160136,N,0.766751
160137,N,0.766880
160138,N,0.767008
160139,N,0.767136
160140,N,0.767263
160141,N,0.767390
160142,N,0.767517
160143,N,0.767643
160144,N,0.767770
160145,N,0.767895
160146,N,0.768021
160147,N,0.768146
160148,N,0.768271
160149,N,0.768395
160150,N,0.768519
160151,N,0.768643
160152,N,0.768766
160153,N,0.768890
160154,N,0.769012
160155,N,0.769135
160156,N,0.769257
160157,N,0.769379
160158,N,0.769501
160159,N,0.769622
160160,N,0.769743
160161,N,0.769863
160162,N,0.769984
160163,N,0.770104
160164,N,0.770223
160165,N,0.770343
160166,N,0.770462
160167,N,0.770581
160168,N,0.770699
160169,N,0.770817
160170,N,0.770935
160171,N,0.771053
160172,N,0.771170
160173,N,0.771287
160174,N,0.771404
160175,N,0.771520
160176,N,0.771636
160177,N,0.771752
160178,N,0.771868
160179,N,0.771983
160180,N,0.772098
160181,N,0.772213
160182,N,0.772327
160183,N,0.772441
160184,N,0.772555
160185,N,0.772669
160186,N,0.772782
160187,N,0.772895
160188,N,0.773008
160189,N,0.773120
160190,N,0.773232
160191,N,0.773344
160192,N,0.773456
160193,N,0.773568
160194,N,0.773679
160195,N,0.773790
160196,N,0.773900
160197,N,0.774011
160198,N,0.774121
160199,N,0.774231
160200,N,0.774340
160201,N,0.774449
160202,N,0.774559
160203,N,0.774667
160204,N,0.774776
160205,N,0.774884
160206,N,0.774992
160207,N,0.775100
160208,N,0.775208
160209,N,0.775315
160210,N,0.775422
160211,N,0.775529
160212,N,0.775636
160213,N,0.775742
160214,N,0.775848
160215,N,0.775954
160216,N,0.776059
160217,N,0.776165
160218,N,0.776270
160219,N,0.776375
160220,N,0.776480
160221,N,0.776584
160222,N,0.776688
160223,N,0.776792
160224,N,0.776896
160225,N,0.776999
160226,N,0.777103
160227,N,0.777206
160228,N,0.777308
160229,N,0.777411
160230,N,0.777513
160231,N,0.777616
160232,N,0.777717
160233,N,0.777819
160234,N,0.777921
160235,N,0.778022
160236,N,0.778123
160237,N,0.778224
160238,N,0.778324
160239,N,0.778425
160240,N,0.778525
160241,N,0.778625
160242,N,0.778724
160243,N,0.778824
160244,N,0.778923
160245,N,0.779022
160246,N,0.779121
160247,N,0.779220
160248,N,0.779318
160249,N,0.779417
160250,N,0.779515
160251,N,0.779612
160252,N,0.779710
160253,N,0.779807
160254,N,0.779905
160255,N,0.780002
160256,N,0.780098
160257,N,0.780195
160258,N,0.780291
160259,N,0.780388
160260,N,0.780484
160261,N,0.780579
160262,N,0.780675
160263,N,0.780770
160264,N,0.780866
160265,N,0.780961
160266,N,0.781056
160267,N,0.781150
160268,N,0.781245
160269,N,0.781339
160270,N,0.781433
160271,N,0.781527
160272,N,0.781620
160273,N,0.781714
160274,N,0.781807
160275,N,0.781900
160276,N,0.781993
160277,N,0.782086
160278,N,0.782178
160279,N,0.782271
160280,N,0.782363
160281,N,0.782455
160282,N,0.782547
160283,N,0.782638
160284,N,0.782730
160285,N,0.782821
160286,N,0.782912
160287,N,0.783003
160288,N,0.783094
160289,N,0.783184
160290,N,0.783275
160291,N,0.783365
160292,N,0.783455
160293,N,0.783545
160294,N,0.783634
160295,N,0.783724
160296,N,0.783813
160297,N,0.783902
160298,N,0.783991
160299,N,0.784080
160300,N,0.784168
160301,N,0.784257
160302,N,0.784345
160303,N,0.784433
160304,N,0.784521
160305,N,0.784609
160306,N,0.784697
160307,N,0.784784
160308,N,0.784871
160309,N,0.784958
160310,N,0.785045
160311,N,0.785132
160312,N,0.785219
160313,N,0.785305
160314,N,0.785391
160315,N,0.785478
160316,N,0.785564
160317,N,0.785649
160318,N,0.785735
160319,N,0.785820
160320,N,0.785906
160321,N,0.785991
160322,N,0.786076
160323,N,0.786161
160324,N,0.786245
160325,N,0.786330
160326,N,0.786414
160327,N,0.786499
160328,N,0.786583
160329,N,0.786667
160330,N,0.786750
160331,N,0.786834
160332,N,0.786917
160333,N,0.787001
160334,N,0.787084
160335,N,0.787167
160336,N,0.787250
160337,N,0.787332
160338,N,0.787415
160339,N,0.787497
160340,N,0.787580
160341,N,0.787662
160342,N,0.787744
160343,N,0.787825
160344,N,0.787907
160345,N,0.787989
160346,N,0.788070
160347,N,0.788151
160348,N,0.788232
160349,N,0.788313
160350,N,0.788394
160351,N,0.788475
160352,N,0.788555
160353,N,0.788636
160354,N,0.788716
160355,N,0.788796
160356,N,0.788876
160357,N,0.788956
160358,N,0.789035
160359,N,0.789115
160360,N,0.789194
160361,N,0.789273
160362,N,0.789353
160363,N,0.789432
160364,N,0.789510
160365,N,0.789589
160366,N,0.789668
160367,N,0.789746
160368,N,0.789824
160369,N,0.789903
160370,N,0.789981
160371,N,0.790058
160372,N,0.790136
160373,N,0.790214
160374,N,0.790291
160375,N,0.790369
160376,N,0.790446
160377,N,0.790523
160378,N,0.790600
160379,N,0.790677
160380,N,0.790753
160381,N,0.790830
160382,N,0.790907
160383,N,0.790983
160384,N,0.791059
160385,N,0.791135
160386,N,0.791211
160387,N,0.791287
160388,N,0.791363
160389,N,0.791438
160390,N,0.791514
160391,N,0.791589
160392,N,0.791664
160393,N,0.791739
160394,N,0.791814
160395,N,0.791889
160396,N,0.791963
160397,N,0.792038
160398,N,0.792112
160399,N,0.792187
160400,N,0.792261
160401,N,0.792335
160402,N,0.792409
160403,N,0.792483
160404,N,0.792557
160405,N,0.792630
160406,N,0.792704
160407,N,0.792777
160408,N,0.792850
160409,N,0.792923
160410,N,0.792996
160411,N,0.793069
160412,N,0.793142
160413,N,0.793215
160414,N,0.793287
160415,N,0.793359
160416,N,0.793432
160417,N,0.793504
160418,N,0.793576
160419,N,0.793648
160420,N,0.793720
160421,N,0.793792
160422,N,0.793863
160423,N,0.793935
160424,N,0.794006
160425,N,0.794077
160426,N,0.794148
160427,N,0.794219
160428,N,0.794290
160429,N,0.794361
160430,N,0.794432
160431,N,0.794502
160432,N,0.794573
160433,N,0.794643
160434,N,0.794714
160435,N,0.794784
160436,N,0.794854
160437,N,0.794924
160438,N,0.794994
160439,N,0.795063
160440,N,0.795133
160441,N,0.795202
160442,N,0.795272
160443,N,0.795341
160444,N,0.795410
160445,N,0.795479
160446,N,0.795548
160447,N,0.795617
160448,N,0.795686
160449,N,0.795755
160450,N,0.795823
160451,N,0.795892
160452,N,0.795960
160453,N,0.796028
160454,N,0.796096
160455,N,0.796164
160456,N,0.796232
160457,N,0.796300
160458,N,0.796368
160459,N,0.796435
160460,N,0.796503
160461,N,0.796570
160462,N,0.796638
160463,N,0.796705
160464,N,0.796772
160465,N,0.796839
160466,N,0.796906
160467,N,0.796973
160468,N,0.797039
160469,N,0.797106
160470,N,0.797172
160471,N,0.797239
160472,N,0.797305
160473,N,0.797371
160474,N,0.797437
160475,N,0.797503
160476,N,0.797569
160477,N,0.797635
160478,N,0.797701
160479,N,0.797767
160480,N,0.797832
160481,N,0.797898
160482,N,0.797963
160483,N,0.798028
160484,N,0.798093
160485,N,0.798158
160486,N,0.798223
160487,N,0.798288
160488,N,0.798353
160489,N,0.798418
160490,N,0.798482
160491,N,0.798547
160492,N,0.798611
160493,N,0.798675
160494,N,0.798740
160495,N,0.798804
160496,N,0.798868
160497,N,0.798932
160498,N,0.798995
160499,N,0.799059
160500,N,0.799123
160501,N,0.799186
160502,N,0.799250
160503,N,0.799313
160504,N,0.799377
160505,N,0.799440
160506,N,0.799503
160507,N,0.799566
160508,N,0.799629
160509,N,0.799692
160510,N,0.799754
160511,N,0.799817
160512,N,0.799880
160513,N,0.799942
160514,N,0.800005
160515,N,0.800067
160516,N,0.800129
160517,N,0.800191
160518,N,0.800253
160519,N,0.800315
160520,N,0.800377
160521,N,0.800439
160522,N,0.800501
160523,N,0.800562
160524,N,0.800624
160525,N,0.800685
160526,N,0.800747
160527,N,0.800808
160528,N,0.800869
160529,N,0.800930
160530,N,0.800991
160531,N,0.801052
160532,N,0.801113
160533,N,0.801174
160534,N,0.801235
160535,N,0.801295
160536,N,0.801356
160537,N,0.801416
160538,N,0.801476
160539,N,0.801537
160540,N,0.801597
160541,N,0.801657
160542,N,0.801717
160543,N,0.801777
160544,N,0.801837
160545,N,0.801897
160546,N,0.801956
160547,N,0.802016
160548,N,0.802075
160549,N,0.802135
160550,N,0.802194
160551,N,0.802254
160552,N,0.802313
160553,N,0.802372
160554,N,0.802431
160555,N,0.802490
160556,N,0.802549
160557,N,0.802608
160558,N,0.802666
160559,N,0.802725
160560,N,0.802784
160561,N,0.802842
160562,N,0.802901
160563,N,0.802959
160564,N,0.803017
160565,N,0.803076
160566,N,0.803134
160567,N,0.803192
160568,N,0.803250
160569,N,0.803308
160570,N,0.803365
160571,N,0.803423
160572,N,0.803481
160573,N,0.803538
160574,N,0.803596
160575,N,0.803653
160576,N,0.803711
160577,N,0.803768
160578,N,0.803825
160579,N,0.803882
160580,N,0.803939
160581,N,0.803996
160582,N,0.804053
160583,N,0.804110
160584,N,0.804167
160585,N,0.804224
160586,N,0.804280
160587,N,0.804337
160588,N,0.804393
160589,N,0.804450
160590,N,0.804506
160591,N,0.804562
160592,N,0.804618
160593,N,0.804674
160594,N,0.804730
160595,N,0.804786
160596,N,0.804842
160597,N,0.804898
160598,N,0.804954
160599,N,0.805010
160600,N,0.805065
160601,N,0.805121
160602,N,0.805176
160603,N,0.805232
160604,N,0.805287
160605,N,0.805342
160606,N,0.805397
160607,N,0.805452
160608,N,0.805507
160609,N,0.805562
160610,N,0.805617
160611,N,0.805672
160612,N,0.805727
160613,N,0.805782
160614,N,0.805836
160615,N,0.805891
160616,N,0.805945
160617,N,0.806000
160618,N,0.806054
160619,N,0.806108
160620,N,0.806163
160621,N,0.806217
160622,N,0.806271
160623,N,0.806325
160624,N,0.806379
160625,N,0.806433
160626,N,0.806486
160627,N,0.806540
160628,N,0.806594
160629,N,0.806647
160630,N,0.806701
160631,N,0.806754
160632,N,0.806808
160633,N,0.806861
160634,N,0.806915
160635,N,0.806968
160636,N,0.807021
160637,N,0.807074
160638,N,0.807127
160639,N,0.807180
160640,N,0.807233
160641,N,0.807286
160642,N,0.807338
160643,N,0.807391
160644,N,0.807444
160645,N,0.807496
160646,N,0.807549
160647,N,0.807601
160648,N,0.807654
160649,N,0.807706
160650,N,0.807758
160651,N,0.807810
160652,N,0.807862
160653,N,0.807915
160654,N,0.807967
160655,N,0.808018
160656,N,0.808070
160657,N,0.808122
160658,N,0.808174
160659,N,0.808226
160660,N,0.808277
160661,N,0.808329
160662,N,0.808380
160663,N,0.808432
160664,N,0.808483
160665,N,0.808534
160666,N,0.808586
160667,N,0.808637
160668,N,0.808688
160669,N,0.808739
160670,N,0.808790
160671,N,0.808841
160672,N,0.808892
160673,N,0.808943
160674,N,0.808993
160675,N,0.809044
160676,N,0.809095
160677,N,0.809145
160678,N,0.809196
160679,N,0.809246
160680,N,0.809297
160681,N,0.809347
160682,N,0.809397
160683,N,0.809448
160684,N,0.809498
160685,N,0.809548
160686,N,0.809598
160687,N,0.809648
160688,N,0.809698
160689,N,0.809748
160690,N,0.809797
160691,N,0.809847
160692,N,0.809897
160693,N,0.809947
160694,N,0.809996
160695,N,0.810046
160696,N,0.810095
160697,N,0.810145
160698,N,0.810194
160699,N,0.810243
160700,N,0.810292
160701,N,0.810342
160702,N,0.810391
160703,N,0.810440
160704,N,0.810489
160705,N,0.810538
160706,N,0.810587
160707,N,0.810636
160708,N,0.810684
160709,N,0.810733
160710,N,0.810782
160711,N,0.810830
160712,N,0.810879
160713,N,0.810927
160714,N,0.810976
160715,N,0.811024
160716,N,0.811073
160717,N,0.811121
160718,N,0.811169
160719,N,0.811217
160720,N,0.811265
160721,N,0.811313
160722,N,0.811361
160723,N,0.811409
160724,N,0.811457
160725,N,0.811505
160726,N,0.811553
160727,N,0.811601
160728,N,0.811648
160729,N,0.811696
160730,N,0.811744
160731,N,0.811791
160732,N,0.811839
160733,N,0.811886
160734,N,0.811933
160735,N,0.811981
160736,N,0.812028
160737,N,0.812075
160738,N,0.812122
160739,N,0.812169
160740,N,0.812216
160741,N,0.812263
160742,N,0.812310
160743,N,0.812357
160744,N,0.812404
160745,N,0.812451
160746,N,0.812498
160747,N,0.812544
160748,N,0.812591
160749,N,0.812638
160750,N,0.812684
160751,N,0.812731
160752,N,0.812777
160753,N,0.812823
160754,N,0.812870
160755,N,0.812916
160756,N,0.812962
160757,N,0.813008
160758,N,0.813054
160759,N,0.813100
160760,N,0.813147
160761,N,0.813192
160762,N,0.813238
160763,N,0.813284
160764,N,0.813330
160765,N,0.813376
160766,N,0.813422
160767,N,0.813467
160768,N,0.813513
160769,N,0.813558
160770,N,0.813604
160771,N,0.813649
160772,N,0.813695
160773,N,0.813740
160774,N,0.813785
160775,N,0.813831
160776,N,0.813876
160777,N,0.813921
160778,N,0.813966
160779,N,0.814011
160780,N,0.814056
160781,N,0.814101
160782,N,0.814146
160783,N,0.814191
160784,N,0.814236
160785,N,0.814281
160786,N,0.814325
160787,N,0.814370
160788,N,0.814415
160789,N,0.814459
160790,N,0.814504
160791,N,0.814548
160792,N,0.814593
160793,N,0.814637
160794,N,0.814682
160795,N,0.814726
160796,N,0.814770
160797,N,0.814814
160798,N,0.814859
160799,N,0.814903
160800,N,0.814947
160801,N,0.814991
160802,N,0.815035
160803,N,0.815079
160804,N,0.815122
160805,N,0.815166
160806,N,0.815210
160807,N,0.815254
160808,N,0.815298
160809,N,0.815341
160810,N,0.815385
160811,N,0.815428
160812,N,0.815472
160813,N,0.815515
160814,N,0.815559
160815,N,0.815602
160816,N,0.815645
160817,N,0.815689
160818,N,0.815732
160819,N,0.815775
160820,N,0.815818
160821,N,0.815861
160822,N,0.815904
160823,N,0.815947
